Recipe with prompt,Human score,Total possible score 
"Cardamom Rice Pudding (Payasam), top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Sweet Corn Frittata With Cherry Tomato Compote, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Shiny Happy Poppers, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Bourride with Lemon AÃ¯oli, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Poached Salmon with Artichoke Confit, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Swedish Cardamom Rolls, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lime Cilantro Chicken and Broccoli, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"The Ultimate Burger, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Almond Oat Strawberry Shortcakes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mole Coloradito, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Beet Risotto, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Tortellini Gratinata with Mushrooms and Parsnip BÃ©chamel, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mushrooms in EscabÃ¨che with Red Bell Peppers and Chiles de Arbol, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Coffee Cardamom Ice Cream with Figs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spiced Carrot Apple Soup with Fresh Mint, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mussels with Tomatoes, Wine, and Anise, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Corn Pudding with Basil, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Summer Salmon Cakes with Zucchini Fennel Slaw, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Torta Pasqualina, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Tzimmes Chicken with Apricots, Prunes, and Carrots, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Ruby Champagne Cocktail, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Plum Freezer Jam With Cardamom and Ginger, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chicken Burritos, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Poached Oysters and Artichokes with Champagne Cream, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Caponata with Fennel, Olives, and Raisins, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Stilton Tart with Cranberry Chutney, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Coconut Turmeric Relish, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Grilled Lamb Chops with Porcini Mustard, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Jerk Pork Chops with Hearts of Palm Salad and Sweet Plantains, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Basic Clafoutis, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Hard Boiled Eggs_11280, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Mussels in Light Broth, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Sangria Jell O Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Individual Grape and Vin Santo Cakes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Apple, Celery, and Walnut Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chinese Black Rice, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Fig Olive Tapenade, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Curried Lentil, Tomato, and Coconut Soup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Seasoned Lentil Stew, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Chocolate Cream and Cinnamon Sugar, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Wee Gazpacho, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cranberry and Celery Relish, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Christmas Caipirinhas, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Panko  and Mustard Crusted Rabbit, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Braised Brisket With Hot Sauce and Mixed Chiles, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"All Green Salad with Citrus Vinaigrette, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Arugula, Fennel, and Apricot Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spicy Toasted Garbanzo Beans and Pistachios, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Pear and Almond Tart_10081, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Strawberries and Vodka, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Blackened Salmon with Pineapple Salsa, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Grilled Halibut NiÃ§oise with Market Vegetables, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Kids' Chicken Katsu, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Mango Toast with Hazelnut Pepita Butter, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Thai Style Chicken and Rice Soup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Moroccan Garbanzo Bean and Feta Pitas, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Endive and Apple Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Beet Yogurt with Herbs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Sauteed Black Cod with Shallot Lemon Vinaigrette and Fresh Herb Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Cucumber Dill Soup with Scallions, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cranberry Granita, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Breakfast Yogurt Pops with Fruit and Granola, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Grilled Turkey with Toasted Fennel and Coriander and Fresh Thyme Gravy, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Maple Roasted Tomato Toast with Goat Cheese and Mint, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Minty Meatballs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Orecchiette with Squash, Chiles, and Hazelnuts, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chocolate Truffles_11834, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Latkes with Ancho Chile Salt and Watercress Guacamole, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chile and Gingerâ€“Fried Tofu Salad With Kale, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Apricot Almond Layer Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chicken and Celery Pot Stickers, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"3 Ingredient Sausage Dinner With Lentils and Fennel, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Butternut Squash Gnocchi with Sage Brown Butter, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Baked Garden Tomatoes with Cheese, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Mahi Mahi with Fresh Cilantro Chutney, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Classic Pesto, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Fig and Blue Cheese Savouries, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lentil Salad with Tomato and Dill, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Herb Crusted Cauliflower Steaks with Beans and Tomatoes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Cherry Almond Clafouti, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Herbed Faux tisserie Chicken and Potatoes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Goat Cheese Ravioli with Bell Peppers and Brown Butter, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"1 2 3 4 cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lettuce Hand Rolls, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Watermelon Salad With Radishes and Mint, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"BA Brad's Classic Tonic, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Asparagus and Mushroom Tarts, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chocolate Bread Pudding with Walnuts and Chocolate Chips, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chiltern Firehouse's Negroni, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Petits Bonhommes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"The Retro Highball, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",0,2
"Classic Terrine of Foie Gras, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Pasta with Spicy Sausage, Radicchio, and Sun Dried Tomatoes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Sausage Stuffed Rack of Pork with Sage, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pluot Jam, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chilaquiles with Blistered Tomatillo Salsa and Eggs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Porcini Mushroom Turkey with Mushroom Gravy, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Blackberry, Honey and Yogurt Pops, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Sugar Snap Peas and Potatoes with Parsley Pesto, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Apple Molasses Upside Down Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Boston Lettuce Wedges with Zinfandel Vinaigrette and Stilton, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Churros (Deep Fried Dough Spirals), top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Cumin Scented Beef Kebabs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chicken Sandwiches with Chiles, Cheese and Romaine Slaw, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Savory Peach and Cucumber Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Roast Turkey with Black Truffle Butter and White Wine Gravy, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Garlic Rosemary Roast Chicken, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Bibimbap at Home, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Braised Chicken Legs With Grapes and Fennel, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Apple Crostata with Spiced Caramel Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Sweet Potatoes with Orange Bitters, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Our Favorite Banana Bread, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Key Lime with Graham Cracker Gelato, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Roasted Pork with Sage, Rosemary, and Garlic, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spanish Frittata with Herby Yogurt and Greens, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Eggplant Napoleon, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Corn and Crab Chowder, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Buttermilk Fantails, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Icebox Lemon Pie With Meringue, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Buttermilk Oven Fried Chicken, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cream of Cashew Pea Soup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Sherry Vinegar and Molasses Glazed Carrots, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Fresh Fig Tart with Rosemary Cornmeal Crust and Lemon Mascarpone Cream, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Gemelli with Zucchini, Tomatoes, and Bacon, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Sesame Rice Noodles with Shrimp, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Pannelet Cookies with Sweet Potato and Coconut, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Three Cheese Pizza with Onion, Sage, and Arugula, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chicken and White Bean Chili, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Toasted Nut Tart, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Modern Lemonade, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"3 Ingredient Curried Chicken Thighs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Roasted Potato and Okra Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Savory Cheese Turnovers with Mint, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"The BA Patty Melt, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Al's Bloody Best, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Kiribath (Coconut Milk Rice), top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Apple Gingerbread Cake With Cream, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Steamed Chicken with Xiao Fan's Special Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Shrimp in Adobo, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pan Grilled Black Bass with Flavored Butters, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Rainbow Cookies, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Double Dark Chicken Noodle Soup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Peach Ice Cream Pie with Amaretti Cookie Crust, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Florentines, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Baked Ham with Mustard Red Currant Glaze and Rhubarb Chutney, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Sweet Potatoes with Cuban Style Beef Picadillo, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Guajillo and Tomatillo Salsa, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cheesecake Ice Cream with Strawberry Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Crispy Sheet Pan Broccoli, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"White Cupcakes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Black Cod with Fennel Chowder and Smoked Oyster Panzanella, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Skillet Peach Cobbler, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Buttermilk Panna Cotta with Apricot and Candied Fennel, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Roasted Tomatoâ€“Cashew Salsa, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Israeli Couscous Risotto with Squash, Radicchio, and Parsley Butter, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Food Processor Butter, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Dungeness Crab and Heirloom Bean Brandade, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Hot-and-Sour Peanutty Noodles with Bok Choy, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Rum Scented Marble Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Red Curry of Lobster and Pineapple, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Corn Pudding, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Kale and Pumpkin Falafels With Pickled Carrot Slaw, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pork Blade Steaks with Nduja and Honey and Arugula Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Radish Chive Tea Sandwiches with Sesame and Ginger, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Cast Iron Roast Chicken with Fennel and Carrots, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Ice Cream Cone Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Charred Sweet Potatoes with Toum, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Turkey Meatball Garlic Bread Heroes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spring Vegetable Quiche with New Potatoes, Arugula, and Cheddar, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Crunchy Sweet Quinoa Couscous with Fresh Herbs, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Coconut, Beet, and Ginger Soup, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Curried Cauliflower and Potato Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Oranges in Red Wine, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Turkey Wraps with Curry Chutney Mayonnaise and Peanuts, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Caramelized Onions, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Warm Doughnuts Ã  la Mode with Bananas and Spiced Caramel Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Shimbra Wat (Chickpeas With Spicy Flaxseed Paste), top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Teddie's Apple Cake, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Rib Eye With Bone Marrow and Radish Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Green Bean and Tomato Salad with Buttermilk Dressing, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Roast Chicken with Kimchi Smashed Potatoes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lobster Salad with New Potatoes and Pickled Onion, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Spicy Cabbage Salad with Turkey and Peanuts, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Ginger Grilled Chicken and Radishes with Miso Scallion Dressing, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Caramelized Onion Tartlets, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Yukon Gold Potato Chips with White Anchovy, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Banana Layer Cake with Caramel Cream and Pecans, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Joanne's Apricot Bars, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pot Stickers, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Old Fashioned_13075, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Brown Rice Pilaf with Saffron and Ginger, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Risotto with Butternut Squash, Leeks, and Basil, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Chocolate Cherry Tart, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pomegranate and Queso Fresco Salsa, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Pear, Mushroom and Pomegranate Stuffing, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Smashed Cucumbers and Radishes in Yogurt Sauce, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Broccoli with Orecchiette, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Lamb Rack with Cucumber Yogurt, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Slow Cooked Halibut with Garlic Cream and Fennel, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Hollywood Thai Beef Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Italian Sausage with Red Grapes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Ginger & Hoisin Duck with Glass Noodles, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Five Spice Fall Fruit Salad, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Scottish Salmon with Shallot Truffle Honey Glaze, Lump Crab and Green Apple Risotto, and Quince Jam, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Caramel Sauce and Glaze, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Spring Greens SautÃ© with Bacon and Walnuts, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Puerto Rican Crab, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Peanut Cookies, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Dried Cranberry and White Chocolate Biscotti, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"SautÃ©ed Sea Scallops with Apple Sesame Couscous and Purple and Yellow Cauliflower PurÃ©es, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Turmeric Eggs with Kale, Yogurt, and Bacon, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
"Strawberry Lemonade_13072, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Cantaloupe and Pancetta Cream Sauce for Pasta, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Wakame, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Halva 5 Ways, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Korean Pancakes, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Miso Glazed Sea Bass with Asparagus, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Banana Cupcakes with Peanut Butter Frosting, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Milk Chocolate Pudding, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Citrus and Avocado Salad with Orange Water, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Root Vegetable Tagine with Sweet Potatoes, Carrots, Turnips, and Spice Roasted Chickpeas, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Crispy Fried Shallots_6006, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Roasted Pear Crumble, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",2,2
"Black Eyed Pea Burgers With Creamy Barbecue Sauce and Chowchow, top view, in a luxurious Michelin kitchen style, studio lighting, depth of field, ultra detailed,",1,2
